CUSTID,GENDER,DOB,EDATE,AGE,AGEGRP1,AGEGRP2,TV_REG,NGROUP,NEIGHBORHOOD,LCDATE,ORGANICS,BILL,REGION,CLASS,ORGYN,AFFL,LTIME
0000602906,,11/12/33,23/02/98,64,60-80,60-70,Yorkshire,F,52,29/09/94,0,0.01,North,Tin,0,10,4
0000604011,F,30/08/30,23/02/98,,,,N West,C,16,15/11/94,0,5000,North,Silver,0,3,4
0000606316,F,26/09/46,23/02/98,51,40-60,50-60,London,C,26,01/02/91,1,3000,South East,Silver,1,15,8
0000607118,F,05/11/50,23/02/98,47,40-60,40-50,Midlands,,,30/09/93,0,0.01,Midlands,Tin,0,8,5
0000607444,F,05/01/47,23/02/98,51,40-60,50-60,Wales & West,B,11,17/10/95,0,3000,Midlands,Silver,0,18,3
0000608378,F,31/08/39,23/02/98,58,40-60,50-60,C Scotland,D,34,21/10/87,0,3050,Scottish,Silver,0,5,11
0000610283,M,01/09/51,23/02/98,46,40-60,40-50,London,A,01,01/02/90,0,0.01,South East,Tin,0,9,9
0000611662,U,29/10/49,23/02/98,48,40-60,40-50,London,D,31,22/12/93,0,0.01,South East,Tin,0,5,5
0000618284,F,29/01/52,23/02/98,,,,East,E,41,,2,0.02,Midlands,Silver,1,15,
0000621358,F,03/04/36,23/02/98,61,60-80,60-70,Midlands,C,19,22/04/97,0,6000,Midlands,Gold,0,4,1
0000630888,F,11/08/59,23/02/98,38,20-40,30-40,Midlands,C,17,08/12/93,1,0.01,Midlands,Tin,1,9,5
0000633380,M,16/11/29,23/02/98,68,60-80,60-70,S & S East,E,41,11/12/92,0,15000.01,South East,Gold,0,7,6
0000633542,F,23/07/21,23/02/98,76,60-80,70-80,Wales & West,F,53,01/04/96,0,6000,Midlands,Gold,0,12,2
0000641022,F,24/04/41,23/02/98,56,40-60,50-60,Yorkshire,D,32,01/05/90,0,0.01,North,Tin,0,4,8
0000642568,M,27/06/24,23/02/98,73,60-80,70-80,N East,A,02,29/04/97,1,360,North,Silver,1,8,1
0000649007,F,04/10/60,23/02/98,37,20-40,30-40,Midlands,D,33,01/02/90,1,0.01,Midlands,Tin,1,8,9
0000653500,F,12/10/65,23/02/98,32,20-40,30-40,Midlands,C,25,07/07/97,1,2500,Midlands,Silver,1,,1
0000663603,F,09/10/23,23/02/98,74,60-80,70-80,London,A,01,15/03/94,0,3350,South East,Silver,0,11,4
0000666238,M,07/08/32,23/02/98,65,60-80,60-70,Yorkshire,D,30,,0,6107.64,North,Gold,0,9,
0000667692,F,02/11/37,23/02/98,60,60-80,60-70,Midlands,E,37,26/03/96,0,5000,Midlands,Silver,0,5,2
0000669067,F,19/01/63,23/02/98,35,20-40,30-40,C Scotland,D,30,14/03/94,0,1500,Scottish,Silver,0,10,4
0000672785,F,26/10/51,23/02/98,46,40-60,40-50,N Scot,C,23,27/05/97,0,6544.99,Scottish,Gold,0,6,1
0000674885,F,26/03/51,23/02/98,46,40-60,40-50,London,E,37,24/05/93,0,6000,South East,Gold,0,3,5
0000682144,F,17/12/27,23/02/98,70,60-80,70-80,London,E,41,01/01/00,0,21684.94,South East,Platinum,0,5,0
0000691178,M,25/06/60,23/02/98,37,20-40,30-40,Ulster,,,16/07/87,1,10000,Midlands,Gold,1,9,11
0000693847,U,17/05/51,23/02/98,46,40-60,40-50,S & S East,B,08,25/05/95,0,6000,South East,Gold,0,4,3
0000708569,U,25/02/30,23/02/98,68,60-80,60-70,C Scotland,E,43,16/02/81,0,4000,Scottish,Silver,0,3,18
0000711616,U,28/12/24,23/02/98,,,,Midlands,B,08,10/11/94,0,50000,Midlands,Platinum,0,10,4
0000714054,U,31/10/41,23/02/98,,,,Wales & West,D,32,05/11/93,0,5000,Midlands,Silver,0,11,5
0000723185,F,04/11/48,23/02/98,49,40-60,40-50,London,E,37,08/09/95,0,3000,South East,Silver,0,12,3
0000734446,F,07/07/34,23/02/98,63,60-80,60-70,Midlands,E,38,05/06/91,0,3026.67,Midlands,Silver,0,4,7
0000741779,U,09/06/35,23/02/98,62,60-80,60-70,Midlands,B,08,05/05/93,0,5000,Midlands,Silver,0,4,5
0000742880,F,28/12/26,23/02/98,,,,S & S East,E,37,09/08/91,1,10000,South East,Gold,1,5,7
0000745421,,02/03/36,23/02/98,62,60-80,60-70,East,D,34,01/07/90,0,0.02,Midlands,Silver,0,5,8
0000749044,U,07/08/23,23/02/98,74,60-80,70-80,N East,C,22,07/04/97,0,6000,North,Gold,0,5,1
0000750840,F,23/05/45,23/02/98,52,40-60,50-60,S & S East,,,10/03/93,0,0.01,South East,Tin,0,5,5
0000755931,F,24/06/55,23/02/98,42,40-60,40-50,N West,B,10,07/11/94,0,0.01,North,Tin,0,,4
0000760641,,03/11/23,23/02/98,74,60-80,70-80,Midlands,D,28,31/12/81,1,6000,Midlands,Gold,1,8,17
0000764876,F,24/06/54,23/02/98,43,40-60,40-50,S & S East,D,32,28/09/93,0,0.01,South East,Tin,0,7,5
0000770264,F,19/06/33,23/02/98,64,60-80,60-70,London,C,25,30/09/96,0,12000,South East,Gold,0,8,2
0000775258,F,18/10/66,23/02/98,31,20-40,30-40,N West,E,44,01/02/90,0,1100,North,Silver,0,12,9
0000778176,F,16/10/56,23/02/98,41,40-60,40-50,N East,D,27,14/02/94,0,1000,North,Silver,0,11,5
0000779199,F,26/11/52,23/02/98,45,40-60,40-50,Wales & West,F,51,01/03/90,0,0.01,Midlands,Tin,0,9,8
0000794872,,01/11/30,23/02/98,67,60-80,60-70,London,C,25,28/05/96,0,10000.01,South East,Gold,0,8,2
0000795267,F,06/08/39,23/02/98,,,,London,A,01,12/04/85,2,1000,South East,Silver,1,17,13
0000796026,F,07/09/57,23/02/98,40,40-60,40-50,London,C,21,03/12/93,0,0.01,South East,Tin,0,9,5
0000802069,F,02/11/27,23/02/98,70,60-80,70-80,S & S East,B,05,04/04/96,0,12000,South East,Gold,0,7,2
0000804061,F,27/08/70,23/02/98,,,,S & S East,C,16,07/04/97,2,480,South East,Silver,1,20,1
0000806994,,04/05/41,23/02/98,56,40-60,50-60,Midlands,F,52,14/01/94,0,0.01,Midlands,Tin,0,6,5
0000807877,F,18/11/32,23/02/98,,,,London,B,13,05/11/97,0,8053.35,South East,Gold,0,,1
0000811831,,01/07/65,23/02/98,32,20-40,30-40,Yorkshire,F,52,10/02/94,3,0.01,North,Tin,1,15,5
0000819301,M,29/10/46,23/02/98,51,40-60,50-60,Ulster,,,20/02/93,0,1000,Midlands,Silver,0,10,6
0000823066,,22/05/32,23/02/98,65,60-80,60-70,London,B,10,24/05/91,0,50,South East,Silver,0,8,7
0000823961,F,12/05/45,23/02/98,52,40-60,50-60,Wales & West,F,51,19/08/96,0,6000,Midlands,Gold,0,8,2
0000826758,F,27/04/71,23/02/98,,,,C Scotland,C,25,06/01/97,1,6000,Scottish,Gold,1,8,2
0000827614,F,16/11/59,23/02/98,38,20-40,30-40,S & S East,E,38,01/02/90,1,0.01,South East,Tin,1,6,9
0000830380,F,25/03/54,23/02/98,43,40-60,40-50,London,D,32,28/03/88,0,50,South East,Silver,0,8,10
0000835404,M,20/04/60,23/02/98,37,20-40,30-40,N West,E,44,25/09/93,0,0.01,North,Tin,0,7,5
0000836222,M,31/05/55,23/02/98,42,40-60,40-50,N Scot,C,22,06/12/93,0,0.01,Scottish,Tin,0,7,5
0000841013,U,14/01/76,23/02/98,22,20-40,20-30,Midlands,A,02,30/06/95,0,6000,Midlands,Gold,0,4,3
0000842486,U,24/03/66,23/02/98,31,20-40,30-40,East,E,44,01/04/90,0,0.01,Midlands,Tin,0,8,8
0000848085,F,09/11/64,23/02/98,33,20-40,30-40,N West,B,06,01/02/92,2,0.02,North,Silver,1,15,7
0000851396,M,18/04/34,23/02/98,,,,London,F,51,21/02/92,0,600,South East,Silver,0,9,7
0000853291,,10/09/66,23/02/98,31,20-40,30-40,Midlands,F,49,24/11/97,0,5000,Midlands,Silver,0,8,1
0000856916,M,02/04/43,23/02/98,54,40-60,50-60,C Scotland,D,34,14/01/91,0,12000,Scottish,Gold,0,8,8
0000861820,F,15/05/43,23/02/98,54,40-60,50-60,S & S East,C,18,10/05/96,0,1000,South East,Silver,0,5,2
0000870307,M,17/05/44,23/02/98,53,40-60,50-60,Yorkshire,B,10,02/11/95,0,6000,North,Gold,0,9,3
0000871095,F,12/01/61,23/02/98,37,20-40,30-40,Yorkshire,F,53,01/10/93,2,0.01,North,Tin,1,16,5
0000875694,,04/10/34,23/02/98,63,60-80,60-70,S West,D,28,22/04/96,0,6000,South West,Gold,0,8,2
0000876623,M,15/06/64,23/02/98,33,20-40,30-40,N West,,,07/02/94,0,0.01,North,Tin,0,3,5
0000878812,F,26/04/32,23/02/98,65,60-80,60-70,London,B,12,01/06/90,0,0.01,South East,Tin,0,7,8
0000889199,F,27/02/59,23/02/98,39,20-40,30-40,Midlands,E,38,10/05/88,1,50,Midlands,Silver,1,14,10
0000897485,F,21/04/55,23/02/98,42,40-60,40-50,C Scotland,F,47,25/11/96,1,6000,Scottish,Gold,1,9,2
0000899186,M,15/04/30,23/02/98,67,60-80,60-70,Yorkshire,E,37,07/01/91,0,3000,North,Silver,0,6,8
0000903191,F,08/08/54,23/02/98,43,40-60,40-50,Midlands,F,52,26/11/93,1,0.01,Midlands,Tin,1,11,5
0000908584,M,20/11/37,23/02/98,,,,N West,C,23,29/01/93,0,6000,North,Gold,0,9,6
0000909459,F,09/04/47,23/02/98,50,40-60,50-60,S & S East,C,19,01/02/90,0,0.02,South East,Silver,0,8,9
0000910007,,25/12/27,23/02/98,70,60-80,70-80,Midlands,B,08,22/04/93,0,12000,Midlands,Gold,0,5,5
0000918237,F,28/03/39,23/02/98,58,40-60,50-60,Midlands,D,28,24/05/90,0,0.01,Midlands,Tin,0,13,8
0000919551,F,26/08/47,23/02/98,50,40-60,50-60,,,,29/09/93,1,0.01,,Tin,1,13,5
0000922366,F,05/03/20,23/02/98,78,60-80,70-80,Ulster,,,23/02/94,0,1250,Midlands,Silver,0,7,5
0000929506,M,05/01/19,23/02/98,79,60-80,70-80,East,B,12,02/01/91,0,6000,Midlands,Gold,0,5,8
0000935530,F,16/06/29,23/02/98,68,60-80,60-70,London,A,01,14/01/91,1,800,South East,Silver,1,8,8
0000943517,F,09/07/49,23/02/98,48,40-60,40-50,London,A,01,01/11/90,0,600,South East,Silver,0,9,8
0000946311,M,23/10/35,23/02/98,,,,London,C,20,17/08/95,0,3000,South East,Silver,0,9,3
0000950033,M,22/08/62,23/02/98,35,20-40,30-40,S West,F,51,22/02/94,0,1500,South West,Silver,0,12,5
0000951897,F,04/08/59,23/02/98,38,20-40,30-40,East,D,34,07/03/94,1,0.01,Midlands,Tin,1,9,4
0000952729,M,02/03/56,23/02/98,42,40-60,40-50,N West,C,17,29/03/93,0,6041.13,North,Gold,0,11,5
0000956155,M,27/03/47,23/02/98,50,40-60,50-60,N West,C,17,22/03/94,0,420.01,North,Silver,0,14,4
0000956635,M,13/05/34,23/02/98,63,60-80,60-70,N West,C,22,21/09/93,1,0.01,North,Tin,1,4,5
0000963194,F,30/01/23,23/02/98,75,60-80,70-80,London,C,20,10/07/97,0,6000,South East,Gold,0,9,1
0000966932,F,09/05/47,23/02/98,50,40-60,50-60,London,D,29,01/04/90,0,50,South East,Silver,0,8,8
0000985295,F,17/12/39,23/02/98,58,40-60,50-60,London,D,34,01/07/90,0,0.01,South East,Tin,0,2,8
0000994332,F,03/01/32,23/02/98,66,60-80,60-70,Ulster,,,03/03/90,0,500,Midlands,Silver,0,8,8
0000997684,F,22/06/43,23/02/98,54,40-60,50-60,London,F,48,08/02/88,0,50,South East,Silver,0,6,11
0001002422,F,26/07/43,23/02/98,54,40-60,50-60,N West,D,35,11/02/94,0,0.01,North,Tin,0,7,5
0001003402,F,26/07/59,23/02/98,38,20-40,30-40,London,F,53,05/02/93,1,0.01,South East,Tin,1,18,6
0001004301,M,15/11/39,23/02/98,,,,East,F,53,14/06/96,0,6000,Midlands,Gold,0,6,2
0001008129,M,03/01/43,23/02/98,55,40-60,50-60,London,C,24,11/06/93,0,1000,South East,Silver,0,8,5
0001009060,M,29/12/45,23/02/98,52,40-60,50-60,C Scotland,E,38,26/09/94,0,0.01,Scottish,Tin,0,8,4
0001009931,F,16/10/38,23/02/98,59,40-60,50-60,Midlands,D,32,25/03/96,0,1500,Midlands,Silver,0,11,2
0001011243,M,05/05/34,23/02/98,63,60-80,60-70,S West,F,49,30/05/96,1,1000,South West,Silver,1,6,2
0001011669,M,30/10/50,23/02/98,47,40-60,40-50,N West,E,38,01/09/92,0,0.01,North,Tin,0,15,6
0001012509,F,18/10/53,23/02/98,44,40-60,40-50,London,F,51,01/05/90,0,0.01,South East,Tin,0,6,8
0001013394,F,29/11/58,23/02/98,39,20-40,30-40,London,A,04,01/12/91,0,0.01,South East,Tin,0,7,7
0001018361,U,14/12/25,23/02/98,72,60-80,70-80,Midlands,A,04,29/05/96,0,6000,Midlands,Gold,0,5,2
0001022334,M,26/12/59,23/02/98,38,20-40,30-40,Wales & West,F,47,28/01/94,0,0.01,Midlands,Tin,0,8,5
0001024248,F,09/01/26,23/02/98,72,60-80,70-80,S & S East,D,30,01/06/90,0,0.01,South East,Tin,0,13,8
0001029592,M,28/07/47,23/02/98,,,,London,D,27,12/05/94,1,0.01,South East,Tin,1,11,4
0001030302,,28/07/21,23/02/98,76,60-80,70-80,Border,F,49,07/01/91,0,3000,Scottish,Silver,0,6,8
0001036084,,14/10/47,23/02/98,50,40-60,50-60,N East,D,32,24/01/91,0,3000,North,Silver,0,11,8
0001040227,F,23/05/31,23/02/98,66,60-80,60-70,Wales & West,C,19,14/01/91,0,9000,Midlands,Gold,0,7,8
0001040944,,17/06/46,23/02/98,51,40-60,50-60,London,E,38,21/09/93,0,0.01,South East,Tin,0,6,5
0001041231,,23/05/36,23/02/98,61,60-80,60-70,Midlands,C,19,,0,6107.64,Midlands,Gold,0,7,
0001043773,,16/01/35,23/02/98,63,60-80,60-70,Midlands,C,25,01/03/90,0,0.01,Midlands,Tin,0,3,8
0001054015,F,13/02/20,23/02/98,78,60-80,70-80,London,F,51,10/11/93,0,7500,South East,Gold,0,6,5
0001055682,M,19/06/42,23/02/98,55,40-60,50-60,East,B,15,22/03/96,0,5672.31,Midlands,Gold,0,9,2
0001060228,M,21/06/48,23/02/98,49,40-60,40-50,Midlands,F,53,25/10/95,0,10000,Midlands,Gold,0,7,3
0001061348,,28/09/27,23/02/98,70,60-80,70-80,London,B,05,04/07/90,0,2884.96,South East,Silver,0,13,8
0001068601,F,21/09/52,23/02/98,45,40-60,40-50,Midlands,D,32,26/05/94,0,0.01,Midlands,Tin,0,6,4
0001070037,F,07/08/24,23/02/98,73,60-80,70-80,C Scotland,F,52,29/07/66,0,600,Scottish,Silver,0,5,32
0001070460,F,10/02/27,23/02/98,71,60-80,70-80,London,A,04,12/04/94,1,23425,South East,Platinum,1,8,4
0001072773,F,25/03/45,23/02/98,52,40-60,50-60,London,D,27,28/01/94,0,7017.55,South East,Gold,0,14,5
0001080016,F,01/08/45,23/02/98,52,40-60,50-60,East,D,34,,0,0.01,Midlands,Tin,0,11,
0001083767,F,09/08/33,23/02/98,64,60-80,60-70,,F,52,12/03/97,0,3000,,Silver,0,9,1
0001084607,F,23/05/40,23/02/98,57,40-60,50-60,Midlands,C,16,19/03/91,0,9052.66,Midlands,Gold,0,9,7
0001087452,F,15/11/28,23/02/98,,,,Midlands,E,44,08/11/71,0,2000,Midlands,Silver,0,6,27
0001091085,M,20/07/34,23/02/98,63,60-80,60-70,N West,D,27,01/04/94,0,6053.34,North,Gold,0,10,4
0001094955,F,10/01/66,23/02/98,32,20-40,30-40,Midlands,E,41,18/11/94,1,0.01,Midlands,Tin,1,,4
0001097474,M,28/02/59,23/02/98,39,20-40,30-40,N West,C,24,09/10/90,2,0.01,North,Tin,1,20,8
0001098918,F,03/06/62,23/02/98,35,20-40,30-40,Midlands,C,22,07/10/94,1,0.01,Midlands,Tin,1,7,4
0001101579,F,11/02/40,23/02/98,58,40-60,50-60,Wales & West,F,48,01/02/90,0,1930,Midlands,Silver,0,8,9
0001103288,F,12/12/57,23/02/98,40,40-60,40-50,Midlands,C,23,15/11/94,1,0.01,Midlands,Tin,1,10,4
0001104136,M,15/11/24,23/02/98,,,,S & S East,C,25,08/03/93,1,980,South East,Silver,1,13,5
0001108646,F,05/12/36,23/02/98,61,60-80,60-70,London,A,03,03/02/88,0,12150,South East,Gold,0,9,11
0001111434,F,18/12/27,23/02/98,70,60-80,70-80,N West,C,25,09/06/87,0,500,North,Silver,0,13,11
0001115014,F,05/04/25,23/02/98,,,,Midlands,D,31,02/06/87,0,9000,Midlands,Gold,0,12,11
0001117629,F,30/11/43,23/02/98,,,,Midlands,D,35,17/05/90,0,0.01,Midlands,Tin,0,7,8
0001128353,F,25/10/27,23/02/98,70,60-80,70-80,N West,F,52,23/02/94,0,3500,North,Silver,0,5,5
0001131451,F,19/09/37,23/02/98,60,60-80,60-70,Wales & West,A,03,09/11/94,0,10000,Midlands,Gold,0,6,4
0001134051,F,05/11/20,23/02/98,77,60-80,70-80,S & S East,B,06,15/07/87,0,4884.25,South East,Silver,0,14,11
0001135724,F,04/07/23,23/02/98,74,60-80,70-80,S & S East,E,42,23/06/86,0,4500,South East,Silver,0,10,12
0001136585,F,07/12/30,23/02/98,67,60-80,60-70,Wales & West,D,33,21/02/94,0,3000,Midlands,Silver,0,7,5
0001137492,M,26/04/46,23/02/98,51,40-60,50-60,Midlands,D,27,06/04/87,1,17000,Midlands,Gold,1,7,11
0001138235,F,17/02/61,23/02/98,37,20-40,30-40,Midlands,C,25,01/06/90,3,50.01,Midlands,Silver,1,18,8
0001143662,,19/02/63,23/02/98,35,20-40,30-40,N West,F,52,31/03/93,0,5044.46,North,Gold,0,8,5
0001150820,F,23/08/39,23/02/98,58,40-60,50-60,N Scot,C,20,08/12/76,0,6000,Scottish,Gold,0,5,22
0001151037,F,13/03/70,23/02/98,27,20-40,20-30,S & S East,D,30,15/11/91,0,5,South East,Silver,0,6,7
0001154958,U,17/04/25,23/02/98,72,60-80,70-80,London,B,12,29/06/86,0,32050,South East,Platinum,0,5,12
0001156179,F,26/09/27,23/02/98,70,60-80,70-80,London,D,31,28/11/90,0,6000,South East,Gold,0,9,8
0001162020,F,09/07/46,23/02/98,,,,Wales & West,F,51,07/08/96,0,0.01,Midlands,Tin,0,7,2
0001164910,M,17/04/46,23/02/98,51,40-60,50-60,N West,E,38,23/06/88,0,0.01,North,Tin,0,7,10
0001176846,F,15/03/66,23/02/98,31,20-40,30-40,,F,52,20/03/97,1,1064.45,,Silver,1,9,1
0001178520,F,16/12/39,23/02/98,58,40-60,50-60,Wales & West,F,51,01/07/90,0,3000.01,Midlands,Silver,0,10,8
0001179462,F,16/01/25,23/02/98,73,60-80,70-80,Wales & West,E,38,20/01/93,0,0.01,Midlands,Tin,0,10,6
0001184199,F,20/05/59,23/02/98,38,20-40,30-40,London,F,51,19/05/94,0,4500,South East,Silver,0,7,4
0001186671,F,17/07/26,23/02/98,71,60-80,70-80,London,A,01,17/10/95,1,2000,South East,Silver,1,7,3
0001190369,M,09/07/47,23/02/98,50,40-60,50-60,London,C,22,06/03/92,2,3000,South East,Silver,1,22,6
0001191357,U,10/07/36,23/02/98,,,,Wales & West,,,03/03/94,0,2000,Midlands,Silver,0,9,4
0001192051,F,30/01/47,23/02/98,51,40-60,50-60,Midlands,C,22,26/11/71,0,3500,Midlands,Silver,0,6,27
0001195654,F,12/02/65,23/02/98,33,20-40,30-40,Wales & West,D,35,01/07/90,0,0.01,Midlands,Tin,0,10,8
0001196413,U,01/06/30,23/02/98,67,60-80,60-70,Midlands,A,01,19/12/94,0,5000,Midlands,Silver,0,6,4
0001201212,M,06/01/20,23/02/98,78,60-80,70-80,S & S East,B,15,14/01/91,0,3000,South East,Silver,0,,8
0001214039,F,09/04/33,23/02/98,64,60-80,60-70,London,A,02,14/11/94,1,20000,South East,Gold,1,8,4
0001214934,F,21/10/47,23/02/98,50,40-60,50-60,London,F,52,11/05/94,0,5000,South East,Silver,0,9,4
0001219553,U,09/08/21,23/02/98,76,60-80,70-80,N West,E,37,14/04/83,0,6000,North,Gold,0,8,15
0001220462,F,06/03/56,23/02/98,41,40-60,40-50,London,F,50,22/03/95,0,6000,South East,Gold,0,5,3
0001225006,M,08/01/48,23/02/98,50,40-60,50-60,C Scotland,D,31,01/07/91,1,0.01,Scottish,Tin,1,12,7
0001227807,F,12/05/43,23/02/98,54,40-60,50-60,S West,A,02,18/02/69,0,12078.35,South West,Gold,0,13,30
0001237713,F,19/11/52,23/02/98,45,40-60,40-50,S & S East,B,14,11/01/91,0,3000,South East,Silver,0,13,8
0001238604,F,01/03/26,23/02/98,72,60-80,70-80,London,B,10,25/11/85,0,50.01,South East,Silver,0,,13
0001245880,,17/01/57,23/02/98,41,40-60,40-50,N West,F,53,01/02/90,0,0.01,North,Tin,0,7,9
0001246933,M,08/02/39,23/02/98,59,40-60,50-60,S & S East,B,13,05/09/96,0,780,South East,Silver,0,10,2
0001250647,,08/06/29,23/02/98,68,60-80,60-70,Midlands,C,23,03/02/94,1,4000,Midlands,Silver,1,9,5
0001260758,M,16/11/31,23/02/98,66,60-80,60-70,C Scotland,D,35,24/02/90,0,2000,Scottish,Silver,0,9,9
0001263749,M,11/12/45,23/02/98,52,40-60,50-60,Yorkshire,B,06,03/09/87,0,0.01,North,Tin,0,5,11
0001265857,M,25/09/24,23/02/98,73,60-80,70-80,Ulster,,,27/01/93,0,6000,Midlands,Gold,0,8,6
0001275305,U,14/11/52,23/02/98,45,40-60,40-50,N West,F,50,01/01/90,0,300,North,Silver,0,6,9
0001276417,F,03/01/50,23/02/98,48,40-60,40-50,S & S East,D,30,20/01/94,1,0.01,South East,Tin,1,9,5
0001277200,F,11/01/38,23/02/98,60,60-80,60-70,S & S East,B,06,17/01/94,0,0.01,South East,Tin,0,6,5
0001285750,F,14/07/40,23/02/98,57,40-60,50-60,London,B,12,21/05/90,0,0.01,South East,Tin,0,,8
0001287850,F,19/08/41,23/02/98,56,40-60,50-60,East,C,23,20/03/91,0,6105.32,Midlands,Gold,0,11,7
0001288741,F,23/03/66,23/02/98,31,20-40,30-40,Midlands,E,44,26/10/94,2,0.01,Midlands,Tin,1,26,4
0001289772,F,15/06/63,23/02/98,,,,S West,D,30,29/03/94,1,0.01,South West,Tin,1,,4
0001303252,M,05/08/42,23/02/98,55,40-60,50-60,London,C,26,09/10/87,0,0.01,South East,Tin,0,9,11
0001311360,M,04/06/36,23/02/98,61,60-80,60-70,Midlands,C,17,20/02/93,0,3250,Midlands,Silver,0,8,6
0001312375,F,24/04/56,23/02/98,41,40-60,40-50,London,D,27,23/02/94,0,10000,South East,Gold,0,,5
0001314483,M,15/03/29,23/02/98,68,60-80,60-70,London,A,02,05/04/94,0,4250,South East,Silver,0,9,4
0001317113,F,25/07/50,23/02/98,47,40-60,40-50,London,C,21,16/05/90,0,0.01,South East,Tin,0,14,8
0001318845,F,16/10/27,23/02/98,70,60-80,70-80,Wales & West,C,24,16/06/87,0,3000,Midlands,Silver,0,3,11
0001322516,M,25/08/57,23/02/98,40,40-60,40-50,London,B,07,15/08/85,0,1000,South East,Silver,0,10,13
0001329022,M,08/10/40,23/02/98,57,40-60,50-60,Midlands,F,47,14/10/94,0,0.01,Midlands,Tin,0,10,4
0001330489,F,16/03/43,23/02/98,54,40-60,50-60,C Scotland,B,12,01/02/90,0,360,Scottish,Silver,0,11,9
0001334131,F,09/04/49,23/02/98,,,,Midlands,B,08,10/11/93,0,3178.9,Midlands,Silver,0,2,5
0001338498,F,15/08/53,23/02/98,44,40-60,40-50,London,B,13,03/04/93,0,6053.35,South East,Gold,0,9,5
0001339389,M,14/10/40,23/02/98,57,40-60,50-60,Yorkshire,D,35,01/05/90,0,0.02,North,Silver,0,6,8
0001343181,,18/02/37,23/02/98,,,,Midlands,C,19,01/03/90,0,50.02,Midlands,Silver,0,5,8
0001347810,,12/03/37,23/02/98,60,60-80,60-70,N Scot,D,35,15/12/84,0,8000,Scottish,Gold,0,9,14
0001348957,F,11/12/52,23/02/98,45,40-60,40-50,N Scot,F,52,20/04/94,2,0.01,Scottish,Tin,1,13,4
0001349643,F,26/03/57,23/02/98,40,40-60,40-50,London,E,37,06/10/92,1,0.01,South East,Tin,1,9,6
0001352482,F,16/09/75,23/02/98,22,20-40,20-30,N West,B,12,25/05/95,1,1000,North,Silver,1,9,3
0001353292,M,14/08/24,23/02/98,73,60-80,70-80,London,A,04,01/09/71,0,5000,South East,Silver,0,10,27
0001364707,U,20/02/54,23/02/98,44,40-60,40-50,S & S East,C,20,17/12/93,0,0.01,South East,Tin,0,10,5
0001366874,M,17/11/32,23/02/98,65,60-80,60-70,London,B,12,06/12/93,0,1526.91,South East,Silver,0,,5
0001372475,M,30/03/47,23/02/98,50,40-60,50-60,Wales & West,B,08,25/04/94,0,0.01,Midlands,Tin,0,5,4
0001379240,F,25/04/21,23/02/98,76,60-80,70-80,S & S East,F,46,26/04/95,1,1000,South East,Silver,1,8,3
0001390333,M,21/10/36,23/02/98,61,60-80,60-70,London,A,04,12/05/93,0,0.01,South East,Tin,0,,5
0001402684,F,05/11/45,23/02/98,52,40-60,50-60,London,E,41,01/01/90,0,0.01,South East,Tin,0,7,9
0001403478,F,21/08/49,23/02/98,48,40-60,40-50,Midlands,D,33,17/02/97,0,6000,Midlands,Gold,0,9,2
0001404458,M,14/06/50,23/02/98,47,40-60,40-50,Midlands,D,28,22/03/94,0,0.01,Midlands,Tin,0,9,4
0001407228,F,17/09/40,23/02/98,57,40-60,50-60,,B,15,11/03/97,0,2000,,Silver,0,7,1
0001408038,F,27/12/36,23/02/98,61,60-80,60-70,N West,D,35,11/09/95,1,3000,North,Silver,1,10,3
0001421123,M,17/08/42,23/02/98,55,40-60,50-60,S West,E,45,01/02/91,0,4000,South West,Silver,0,8,8
0001422944,U,21/09/45,23/02/98,52,40-60,50-60,C Scotland,F,47,17/01/94,0,0.01,Scottish,Tin,0,10,5
0001425951,F,30/01/30,23/02/98,68,60-80,60-70,Wales & West,F,52,01/02/90,0,0.01,Midlands,Tin,0,,9
0001438069,F,08/05/21,23/02/98,76,60-80,70-80,Yorkshire,C,23,11/01/96,1,6000,North,Gold,1,5,3
0001439030,M,03/03/51,23/02/98,47,40-60,40-50,C Scotland,A,03,16/04/87,0,1200,Scottish,Silver,0,11,11
0001455486,,28/05/31,23/02/98,66,60-80,60-70,Wales & West,E,38,13/05/96,0,6000,Midlands,Gold,0,9,2
0001467158,F,01/01/38,23/02/98,60,60-80,60-70,Midlands,C,19,21/02/95,0,9604.34,Midlands,Gold,0,12,4
0001468979,M,16/02/49,23/02/98,49,40-60,40-50,S & S East,C,25,09/01/79,0,0.01,South East,Tin,0,8,20
0001469819,F,06/07/30,23/02/98,67,60-80,60-70,London,D,33,24/06/93,1,10000,South East,Gold,1,9,5
0001470698,M,22/05/44,23/02/98,53,40-60,50-60,London,C,20,01/01/90,0,1070,South East,Silver,0,4,9
0001472623,F,30/03/38,23/02/98,59,40-60,50-60,East,,,24/11/94,0,12000,Midlands,Gold,0,3,4
0001487604,M,21/11/28,23/02/98,69,60-80,60-70,London,C,16,15/03/90,0,14400,South East,Gold,0,8,8
0001488600,F,05/06/70,23/02/98,27,20-40,20-30,London,F,52,14/07/94,1,0.01,South East,Tin,1,7,4
0001492209,M,20/06/34,23/02/98,63,60-80,60-70,London,B,14,03/04/91,0,3000,South East,Silver,0,10,7
0001496115,F,18/10/56,23/02/98,41,40-60,40-50,N East,D,35,07/01/94,1,0.01,North,Tin,1,18,5
